GIDTR,State,State_name,County,County_name,Tract,Tot_Housing_Units_CEN_2010,Tot_Housing_Units_ACS_12_16,Tot_Housing_Units_ACSMOE_12_16,Tot_Occp_Units_CEN_2010,Tot_Occp_Units_ACS_12_16,Tot_Occp_Units_ACSMOE_12_16,Tot_Vacant_Units_CEN_2010,Tot_Vacant_Units_ACS_12_16,Tot_Vacant_Units_ACSMOE_12_16,Renter_Occp_HU_CEN_2010,Renter_Occp_HU_ACS_12_16,Renter_Occp_HU_ACSMOE_12_16,Owner_Occp_HU_CEN_2010,Owner_Occp_HU_ACS_12_16,Owner_Occp_HU_ACSMOE_12_16,Single_Unit_ACS_12_16,Single_Unit_ACSMOE_12_16,MLT_U2_9_STRC_ACS_12_16,MLT_U2_9_STRC_ACSMOE_12_16,MLT_U10p_ACS_12_16,MLT_U10p_ACSMOE_12_16,Mobile_Homes_ACS_12_16,Mobile_Homes_ACSMOE_12_16,Crowd_Occp_U_ACS_12_16,Crowd_Occp_U_ACSMOE_12_16,Occp_U_NO_PH_SRVC_ACS_12_16,Occp_U_NO_PH_SRVC_ACSMOE_12_16,No_Plumb_ACS_12_16,No_Plumb_ACSMOE_12_16,Recent_Built_HU_ACS_12_16,Recent_Built_HU_ACSMOE_12_16,Med_House_Value_ACS_12_16,Med_House_Value_ACSMOE_12_16,Aggr_House_Value_ACS_12_16,Aggr_House_Value_ACSMOE_12_16
09001010101,09,Connecticut,001,Fairfield County,010101,1778,1600,84,1514,1348,106,264,252,106,236,246,81,1278,1102,91,1510,98,63,58,27,33,0,12,0,12,22,28,12,18,0,12,1494000,234636,2682460200,525863644
09001010102,09,Connecticut,001,Fairfield County,010102,1653,1554,71,1418,1293,100,235,261,93,142,138,71,1276,1155,99,1480,86,74,60,0,12,0,12,0,12,0,12,25,40,7,11,2000001,,4370732700,549561598
09001010201,09,Connecticut,001,Fairfield County,010201,1156,1103,53,1030,991,75,126,112,64,182,227,74,848,764,71,1020,71,83,51,0,12,0,12,0,12,0,12,0,12,0,12,2000001,,2843954100,373650881
09001010202,09,Connecticut,001,Fairfield County,010202,2004,1915,82,1876,1856,99,128,59,63,435,464,110,1441,1392,121,1637,123,254,103,24,22,0,17,15,24,0,17,0,17,0,17,1459900,122915,2282465400,285999827
09001010300,09,Connecticut,001,Fairfield County,010300,1715,1615,85,1451,1435,111,264,180,96,394,404,113,1057,1031,120,1317,115,255,102,34,29,9,14,22,26,7,16,28,45,0,12,2000001,,3845847900,646497987
09001010400,09,Connecticut,001,Fairfield County,010400,2343,2253,78,2163,2031,131,180,222,122,670,624,183,1493,1407,198,1636,213,442,165,131,64,44,64,11,25,0,17,0,17,0,17,666900,36278,924490500,135735876
09001010500,09,Connecticut,001,Fairfield County,010500,2724,2608,91,2408,2420,138,316,188,121,1739,1852,190,669,568,126,666,148,1495,278,447,179,0,17,79,72,62,51,0,17,0,17,585700,50928,308430900,81727277
09001010600,09,Connecticut,001,Fairfield County,010600,1252,1151,46,1085,1014,68,167,137,82,679,646,83,406,368,73,191,71,370,108,590,112,0,12,0,12,16,22,17,28,0,12,706400,136613,406330000,183202970
09001010700,09,Connecticut,001,Fairfield County,010700,1873,1835,59,1702,1696,99,171,139,82,838,892,118,864,804,120,776,133,600,135,459,116,0,12,45,53,16,18,0,12,0,12,681900,62476,982700900,240710176
09001010800,09,Connecticut,001,Fairfield County,010800,1434,1370,60,1350,1257,83,84,113,74,399,383,90,951,874,97,1061,125,237,97,72,47,0,12,10,19,16,19,9,14,0,12,885500,51330,818535800,115992903
09001010900,09,Connecticut,001,Fairfield County,010900,1983,1912,62,1853,1821,67,130,91,61,446,422,111,1407,1399,118,1566,101,145,60,192,61,9,15,37,38,24,22,0,17,10,16,835000,50137,1313783500,188579122
09001011000,09,Connecticut,001,Fairfield County,011000,1911,1797,67,1778,1700,75,133,97,54,304,250,70,1474,1450,97,1621,86,43,31,133,56,0,17,0,17,0,17,21,32,23,21,1731900,199851,3285769200,351960803
09001011100,09,Connecticut,001,Fairfield County,011100,1610,1573,42,1537,1395,81,73,178,79,214,146,71,1323,1249,105,1460,81,23,21,90,52,0,12,0,12,10,19,19,22,39,31,1924100,158160,2702630900,318098325
09001011200,09,Connecticut,001,Fairfield County,011200,802,764,36,652,608,59,150,156,61,178,114,45,474,494,54,565,73,129,47,55,34,15,24,0,12,0,12,4,7,0,12,2000001,,1886142100,355707796
09001011300,09,Connecticut,001,Fairfield County,011300,1393,1323,62,1259,1248,70,134,75,51,735,726,111,524,522,96,603,108,653,118,67,31,0,12,69,48,0,12,14,21,19,20,620700,58025,547335500,194106209
09001020100,09,Connecticut,001,Fairfield County,020100,2511,2899,95,2091,2276,174,420,623,172,1833,2037,169,258,239,81,74,74,248,139,2577,217,0,12,84,61,39,40,34,54,100,51,306500,64997,107881000,64952832
09001020200,09,Connecticut,001,Fairfield County,020200,1372,1325,43,1296,1203,82,76,122,78,87,23,18,1209,1180,83,1317,46,0,12,0,12,8,14,0,12,0,12,25,39,0,12,853400,68596,1327989000,200462524
09001020300,09,Connecticut,001,Fairfield County,020300,2587,2511,53,2477,2433,75,110,78,63,163,202,110,2314,2231,134,2511,56,0,17,0,17,0,17,0,17,12,25,0,17,0,17,796100,38062,1831547300,155838493
09001020400,09,Connecticut,001,Fairfield County,020400,1330,1287,27,1276,1225,55,54,62,50,78,72,37,1198,1153,61,1257,44,11,18,19,30,0,12,38,39,0,12,0,12,0,12,711900,36148,924695500,125649318
09001020500,09,Connecticut,001,Fairfield County,020500,1830,1798,41,1747,1715,69,83,83,59,202,221,96,1545,1494,102,1702,71,0,12,96,65,0,12,0,12,32,34,27,30,14,20,748500,57591,1411279700,216985767
09001020600,09,Connecticut,001,Fairfield County,020600,1802,1777,45,1736,1691,77,66,86,62,199,162,70,1537,1529,91,1733,76,24,41,8,21,0,17,34,32,20,31,20,26,0,17,567300,18574,830189400,58532858
09001020700,09,Connecticut,001,Fairfield County,020700,1691,1649,38,1632,1597,60,59,52,51,289,290,93,1343,1307,97,1492,78,63,45,94,50,0,12,0,12,14,21,21,34,0,12,608600,17902,814707800,80653216
09001020800,09,Connecticut,001,Fairfield County,020800,999,985,26,976,963,34,23,22,24,71,39,27,905,924,42,980,56,0,12,5,14,0,12,0,12,0,12,0,12,0,12,604100,13588,558335600,63269124
09001020900,09,Connecticut,001,Fairfield County,020900,2180,2145,49,2078,2103,73,102,42,67,768,756,189,1310,1347,174,1105,204,365,143,675,189,0,17,76,71,14,29,0,17,0,17,382000,35276,672025100,175002595
09001021000,09,Connecticut,001,Fairfield County,021000,1323,1301,28,1277,1216,73,46,85,60,250,180,75,1027,1036,96,1072,102,184,77,45,40,0,12,0,12,20,20,29,42,0,12,480500,24562,592793000,142860862
09001021100,09,Connecticut,001,Fairfield County,021100,2570,2524,64,2420,2344,145,150,180,131,1045,1083,184,1375,1261,157,1194,188,1028,252,302,116,0,17,149,64,41,39,0,17,0,17,425500,33234,514854400,63790150
09001021200,09,Connecticut,001,Fairfield County,021200,1794,1744,39,1710,1673,72,84,71,62,258,258,85,1452,1415,101,1351,111,131,67,255,80,7,12,15,26,35,28,0,12,0,12,492800,32337,722297500,70769306
09001021300,09,Connecticut,001,Fairfield County,021300,1734,1691,54,1669,1582,88,65,109,75,504,326,96,1165,1256,120,758,105,531,120,402,83,0,12,28,30,0,12,0,12,0,12,405900,33236,568132600,136413441
09001021400,09,Connecticut,001,Fairfield County,021400,2464,2575,119,2218,2403,155,246,172,121,1628,1480,237,590,923,213,763,211,1144,306,668,203,0,17,151,112,63,84,0,17,37,41,357000,26971,406539000,114251845
09001021500,09,Connecticut,001,Fairfield County,021500,2112,2129,78,1918,1875,123,194,254,98,1440,1517,137,478,358,79,229,80,1097,193,803,122,0,17,212,76,21,26,0,17,0,17,247800,22469,96112000,23421541
09001021600,09,Connecticut,001,Fairfield County,021600,3869,3861,107,3553,3440,228,316,421,210,2719,2525,233,834,915,162,388,178,592,187,2881,338,0,17,281,121,80,60,46,75,0,17,317300,38407,322997500,82359658
09001021700,09,Connecticut,001,Fairfield County,021700,4069,4046,103,3810,3585,210,259,461,195,2871,2747,245,939,838,166,452,153,602,204,2992,309,0,17,94,85,25,31,28,34,0,17,311100,46146,281407900,53581782
09001021801,09,Connecticut,001,Fairfield County,021801,1897,1864,56,1807,1723,100,90,141,84,562,589,133,1245,1134,118,535,105,623,154,706,103,0,12,58,58,15,18,0,12,0,12,336100,19921,374612900,42168032
09001021802,09,Connecticut,001,Fairfield County,021802,2077,2053,60,1980,1910,108,97,143,92,801,774,147,1179,1136,145,789,151,868,181,396,108,0,12,60,43,9,19,0,12,0,12,315600,26016,427103000,107189360
09001021900,09,Connecticut,001,Fairfield County,021900,2324,2482,79,2187,2388,105,137,94,95,957,1027,227,1230,1361,217,1288,198,894,226,300,135,0,17,69,80,13,28,0,17,43,56,409700,44938,697208000,198168019
09001022000,09,Connecticut,001,Fairfield County,022000,1191,1165,42,1115,1034,78,76,131,67,563,594,77,552,440,67,441,96,503,132,221,94,0,12,71,61,7,16,0,12,65,59,253700,69656,291227000,255304758
09001022100,09,Connecticut,001,Fairfield County,022100,2704,3002,111,2533,2914,133,171,88,82,1644,2021,176,889,893,157,637,189,1546,280,819,184,0,17,297,131,48,42,0,17,68,39,447200,30669,381359000,65101805
09001022200,09,Connecticut,001,Fairfield County,022200,1006,1919,69,926,1602,112,80,317,99,797,1472,114,129,130,50,101,45,910,165,908,120,0,12,206,56,37,32,18,28,25,28,306700,70376,38081400,15938810
09001022300,09,Connecticut,001,Fairfield County,022300,2212,2200,84,2053,1993,146,159,207,132,1316,1194,157,737,799,137,992,188,686,221,522,156,0,17,113,73,34,46,0,17,0,17,381500,39920,542274500,139719206
09001022400,09,Connecticut,001,Fairfield County,022400,925,879,36,872,820,49,53,59,38,136,103,43,736,717,60,802,47,71,39,6,15,0,12,0,12,29,24,7,12,0,12,958600,71500,818979000,95003868
09001030100,09,Connecticut,001,Fairfield County,030100,1120,1122,55,1063,1031,56,57,91,63,99,60,33,964,971,63,1109,63,13,20,0,12,0,12,5,15,0,12,0,12,13,19,2000001,,2354059900,265583978
09001030200,09,Connecticut,001,Fairfield County,030200,1125,1131,44,1076,1131,44,49,0,12,135,208,76,941,923,92,1049,71,63,50,19,23,0,12,34,42,0,12,9,17,0,12,1205400,119030,1308369400,159594749
09001030300,09,Connecticut,001,Fairfield County,030300,1477,1417,64,1366,1309,58,111,108,65,148,117,48,1218,1192,70,1408,74,9,18,0,12,0,12,0,12,11,19,8,14,0,12,1850000,365542,2672036400,372923005
09001030400,09,Connecticut,001,Fairfield County,030400,1504,1478,42,1413,1366,71,91,112,74,382,380,90,1031,986,92,1199,84,210,83,69,48,0,12,24,27,0,12,0,12,0,12,907700,56483,1115221300,256763032
09001030500,09,Connecticut,001,Fairfield County,030500,1848,1804,83,1780,1781,84,68,23,29,219,200,65,1561,1581,87,1644,87,122,67,38,39,0,17,0,17,19,21,19,20,17,19,1006000,82436,1943468500,226488550
09001035100,09,Connecticut,001,Fairfield County,035100,3374,3403,112,3103,3216,141,271,187,122,1160,1352,215,1943,1864,196,2099,229,1026,250,278,103,0,17,22,39,35,34,0,17,0,17,940400,114530,1847530600,217306418
09001035200,09,Connecticut,001,Fairfield County,035200,1134,1093,50,1032,954,74,102,139,74,79,118,54,953,836,80,1081,51,7,17,5,15,0,12,0,12,4,13,0,12,36,40,2000001,,1985082000,307434791
09001035300,09,Connecticut,001,Fairfield County,035300,1325,1264,62,1267,1252,64,58,12,19,99,72,39,1168,1180,79,1255,70,9,18,0,12,0,12,10,20,0,12,0,12,0,12,1547300,91613,2084620500,294152571
09001035400,09,Connecticut,001,Fairfield County,035400,1718,1684,61,1608,1596,75,110,88,55,102,88,53,1506,1508,84,1684,63,0,17,0,17,0,17,0,17,0,17,0,17,8,12,1533100,106712,2561933700,211597407
09001042500,09,Connecticut,001,Fairfield County,042500,1488,1458,33,1442,1435,42,46,23,33,108,124,62,1334,1311,65,1320,79,56,34,82,54,0,12,0,12,7,17,0,12,0,12,504400,29015,755261400,107095655
09001042600,09,Connecticut,001,Fairfield County,042600,1666,1845,43,1577,1730,85,89,115,79,253,563,114,1324,1167,108,1130,106,196,80,506,127,13,10,8,18,0,12,0,12,10,15,469100,28614,535934400,60226666
09001042700,09,Connecticut,001,Fairfield County,042700,2225,2209,52,2072,2120,103,153,89,93,591,618,143,1481,1502,138,902,183,485,139,766,175,56,86,33,38,0,12,0,12,36,42,346300,27619,530748400,48339686
09001042800,09,Connecticut,001,Fairfield County,042800,1790,1745,45,1739,1716,55,51,29,34,346,290,118,1393,1426,115,1458,90,200,83,87,51,0,17,21,38,0,17,0,17,0,17,435100,19466,615641300,80313539
09001042900,09,Connecticut,001,Fairfield County,042900,679,638,34,646,609,41,33,29,24,59,68,30,587,541,43,579,44,27,23,29,23,3,6,0,12,3,13,0,12,0,12,602400,33731,323175000,33755620
09001043000,09,Connecticut,001,Fairfield County,043000,1245,1223,38,1176,1190,54,69,33,37,205,185,73,971,1005,74,1050,71,105,73,68,42,0,12,11,21,0,12,0,12,0,12,472300,25978,469949500,37225313
09001043100,09,Connecticut,001,Fairfield County,043100,1766,1725,61,1689,1679,81,77,46,49,254,250,93,1435,1429,99,1346,104,173,97,206,75,0,12,6,16,14,23,14,20,0,12,502800,48929,689303100,54850495
09001043200,09,Connecticut,001,Fairfield County,043200,1214,1205,44,1162,1139,68,52,66,57,475,456,100,687,683,86,659,107,410,121,136,75,0,12,64,60,18,32,0,12,0,12,407000,41590,321217000,71211867
09001043300,09,Connecticut,001,Fairfield County,043300,1154,1185,31,1107,1153,49,47,32,39,255,384,99,852,769,91,857,105,314,107,14,24,0,12,38,50,0,12,0,12,0,12,358100,13466,289360500,56494193
09001043400,09,Connecticut,001,Fairfield County,043400,1923,1900,61,1716,1758,87,207,142,74,1050,1075,145,666,683,114,377,83,1137,179,362,99,24,36,56,51,27,24,17,27,0,12,345400,17600,230850000,46058531
09001043500,09,Connecticut,001,Fairfield County,043500,1019,994,27,985,967,42,34,27,32,165,168,49,820,799,54,724,55,123,54,144,45,3,5,21,21,3,13,3,4,0,12,401100,23892,326250700,41156276
09001043600,09,Connecticut,001,Fairfield County,043600,1285,1265,56,1217,1169,82,68,96,75,338,360,85,879,809,85,757,76,188,95,320,81,0,12,35,29,13,20,13,16,0,12,412800,22039,329800000,41239587
09001043700,09,Connecticut,001,Fairfield County,043700,1023,1088,65,937,969,80,86,119,57,723,831,84,214,138,47,36,24,448,100,604,103,0,12,25,26,11,20,12,20,76,55,183800,34462,24695000,9022226
09001043800,09,Connecticut,001,Fairfield County,043800,3203,3233,127,2999,3006,193,204,227,139,1581,1616,209,1418,1390,207,1248,215,1080,283,905,241,0,17,120,80,71,55,0,17,0,17,318800,23456,427305400,68012814
09001043900,09,Connecticut,001,Fairfield County,043900,2094,2092,52,2009,2025,86,85,67,71,417,343,148,1592,1682,147,1571,163,366,174,114,53,41,62,52,50,0,17,0,17,0,17,473600,50055,1002480400,189150462
09001044000,09,Connecticut,001,Fairfield County,044000,2451,2368,107,2261,2220,138,190,148,101,1422,1224,205,839,996,217,713,185,1234,255,421,143,0,17,223,146,48,43,25,41,0,17,329400,35756,322716000,74283381
09001044100,09,Connecticut,001,Fairfield County,044100,1710,1617,78,1544,1456,103,166,161,85,1160,1094,124,384,362,83,35,32,547,143,1035,163,0,12,139,73,39,26,6,10,21,18,191700,55325,102509500,24682612
09001044200,09,Connecticut,001,Fairfield County,044200,1807,1746,68,1713,1591,85,94,155,79,1064,1001,136,649,590,122,610,136,882,187,254,95,0,12,70,60,32,21,0,12,0,12,374800,43629,209355500,48764447
09001044300,09,Connecticut,001,Fairfield County,044300,1643,1676,75,1538,1597,89,105,79,70,396,472,96,1142,1125,110,1172,118,333,109,171,83,0,12,7,17,43,34,0,12,0,12,476300,43675,769171500,150333133
09001044400,09,Connecticut,001,Fairfield County,044400,1307,1304,50,1199,1201,78,108,103,73,646,725,91,553,476,90,533,92,621,144,150,85,0,12,131,69,9,18,25,31,0,12,454500,102327,261679000,59423049
09001044500,09,Connecticut,001,Fairfield County,044500,1199,1183,52,1096,1079,92,103,104,73,763,794,98,333,285,109,250,105,710,228,223,115,0,12,55,51,33,37,26,33,0,12,172600,105463,89255000,53294635
09001044600,09,Connecticut,001,Fairfield County,044600,1524,1469,44,1393,1375,73,131,94,68,214,253,84,1179,1122,101,1354,77,47,36,68,46,0,12,8,17,0,12,28,43,4,9,1039200,95951,1381746000,171135895
09001045101,09,Connecticut,001,Fairfield County,045101,1388,1335,50,1330,1291,62,58,44,38,60,50,39,1270,1241,73,1335,52,0,12,0,12,0,12,0,12,8,18,16,18,0,12,874400,42311,1134880200,107703553
09001045102,09,Connecticut,001,Fairfield County,045102,2083,2041,65,1977,1839,102,106,202,96,273,299,94,1704,1540,113,1808,123,120,92,113,65,0,17,0,17,7,20,0,17,0,17,857100,56303,1402942100,132817034
09001045200,09,Connecticut,001,Fairfield County,045200,1055,973,49,978,883,57,77,90,49,322,276,58,656,607,56,625,65,121,47,227,64,0,12,5,14,5,14,0,12,0,12,668100,102539,485180000,57912953
09001045300,09,Connecticut,001,Fairfield County,045300,813,795,33,786,772,45,27,23,34,41,34,24,745,738,43,789,39,0,12,0,12,6,11,0,12,0,12,0,12,0,12,790200,83131,698334000,102050147
09001045400,09,Connecticut,001,Fairfield County,045400,1136,1183,54,1101,1132,58,35,51,53,131,208,68,970,924,74,1013,89,39,35,131,64,0,12,43,49,0,12,0,12,13,19,726700,49070,793551000,113357692
09001050100,09,Connecticut,001,Fairfield County,050100,1482,1504,71,1367,1452,77,115,52,48,153,173,72,1214,1279,100,1425,87,79,47,0,12,0,12,0,12,0,12,0,12,35,31,1129100,68645,1884302100,297572670
09001050200,09,Connecticut,001,Fairfield County,050200,1631,1665,67,1527,1523,90,104,142,81,293,263,89,1234,1260,92,1433,107,143,66,69,50,20,22,19,24,19,29,34,43,22,35,834900,65611,1173051500,193637876
09001050300,09,Connecticut,001,Fairfield County,050300,2922,2959,111,2762,2699,121,160,260,143,289,312,136,2473,2387,163,2876,198,42,54,29,37,12,19,13,26,11,24,76,93,41,63,1185600,130300,3215034400,397332128
09001050400,09,Connecticut,001,Fairfield County,050400,1091,1145,42,972,965,79,119,180,75,322,335,78,650,630,76,820,83,275,85,46,30,4,6,0,12,21,22,35,38,14,19,1000000,172427,1009777000,214398247
09001050500,09,Connecticut,001,Fairfield County,050500,1864,1945,68,1703,1796,92,161,149,79,253,303,91,1450,1493,118,1823,104,108,77,14,21,0,17,7,20,0,17,0,17,7,11,1174400,160309,2385899100,383998816
09001050600,09,Connecticut,001,Fairfield County,050600,1409,1462,40,1242,1261,92,167,201,92,167,173,84,1075,1088,102,1352,105,32,27,38,48,40,61,0,12,0,12,0,12,0,12,1194800,144623,1912760000,293202754
09001055100,09,Connecticut,001,Fairfield County,055100,2050,2172,110,1915,1935,93,135,237,111,137,79,61,1778,1856,105,2172,114,0,17,0,17,0,17,0,17,0,17,54,49,6,10,782400,56489,1575356100,242143842
09001055200,09,Connecticut,001,Fairfield County,055200,1624,1687,91,1464,1505,99,160,182,84,91,112,62,1373,1393,104,1672,94,15,22,0,12,0,12,0,12,0,12,28,43,8,13,949300,46430,1470542500,162363689
09001060100,09,Connecticut,001,Fairfield County,060100,1077,1060,27,1026,952,67,51,108,63,70,52,36,956,900,72,1028,75,23,24,9,19,0,12,14,22,0,12,0,12,0,12,510700,40911,469560000,46485524
09001060200,09,Connecticut,001,Fairfield County,060200,1600,1574,41,1551,1527,59,49,47,48,110,137,65,1441,1390,75,1401,96,132,61,41,26,0,12,0,12,6,16,0,12,7,12,492000,37021,727162500,71329293
09001060300,09,Connecticut,001,Fairfield County,060300,1407,1373,32,1339,1350,49,68,23,36,63,85,45,1276,1265,57,1357,53,16,26,0,12,0,12,0,12,11,20,0,12,0,12,761400,43790,939943200,67123406
09001060400,09,Connecticut,001,Fairfield County,060400,1621,1577,40,1504,1430,72,117,147,73,114,75,49,1390,1355,84,1535,59,31,34,11,18,0,12,0,12,0,12,0,12,0,12,1036300,98507,1652207700,164247556
09001060500,09,Connecticut,001,Fairfield County,060500,880,865,30,853,824,45,27,41,31,34,66,37,819,758,55,865,32,0,12,0,12,0,12,0,12,0,12,0,12,11,18,896300,65226,783570500,96420866
09001060600,09,Connecticut,001,Fairfield County,060600,1143,1140,25,1004,1033,65,139,107,64,223,201,69,781,832,80,861,77,177,78,102,49,0,12,0,12,26,44,26,42,0,12,688700,65516,878473000,166174914
09001060700,09,Connecticut,001,Fairfield County,060700,1793,1769,34,1755,1665,65,38,104,59,135,110,47,1620,1555,70,1575,65,135,61,52,36,7,11,0,17,0,17,0,17,8,12,633100,29497,1052193400,92528481
09001060800,09,Connecticut,001,Fairfield County,060800,796,757,33,775,752,31,21,5,8,104,101,40,671,651,42,708,46,24,27,25,18,0,12,0,12,19,21,12,16,0,12,599700,29555,393333600,35984123
09001060900,09,Connecticut,001,Fairfield County,060900,920,908,23,892,901,23,28,7,10,44,40,26,848,861,35,894,31,0,12,0,12,14,22,8,14,0,12,0,12,4,6,533700,44580,516423800,65683271
09001061000,09,Connecticut,001,Fairfield County,061000,1670,1629,51,1592,1590,64,78,39,39,530,524,108,1062,1066,112,1187,115,263,86,179,61,0,12,25,31,0,12,22,35,0,12,482100,40278,497652500,51444118
09001061100,09,Connecticut,001,Fairfield County,061100,1330,1303,27,1288,1303,27,42,0,12,129,159,61,1159,1144,61,1149,91,67,68,87,39,0,12,0,12,8,17,8,12,0,12,550200,39757,633477500,52192548
09001061200,09,Connecticut,001,Fairfield County,061200,881,860,35,846,807,45,35,53,31,227,235,52,619,572,48,638,71,190,56,22,23,10,15,22,23,7,16,0,12,6,9,372600,19640,207315900,22291098
09001061300,09,Connecticut,001,Fairfield County,061300,1201,1163,52,1139,1108,75,62,55,59,377,433,111,762,675,105,747,108,375,98,41,51,0,12,54,39,17,19,42,63,0,12,371900,39088,236076700,43275732
09001061400,09,Connecticut,001,Fairfield County,061400,1210,1215,28,1110,1170,58,100,45,56,520,460,102,590,710,98,743,130,313,105,159,87,0,12,37,37,94,77,0,12,34,53,316000,27969,340198000,184414931
09001061500,09,Connecticut,001,Fairfield County,061500,1852,1860,42,1735,1671,82,117,189,82,492,482,97,1243,1189,108,1574,92,286,90,0,12,0,12,0,12,62,49,32,38,8,13,696700,50003,932542200,128093743
09001061600,09,Connecticut,001,Fairfield County,061600,2267,2225,46,2048,2072,89,219,153,93,502,456,135,1546,1616,148,2023,126,202,92,0,17,0,17,0,17,54,43,36,48,0,17,596300,62419,1141045800,192920791
09001070100,09,Connecticut,001,Fairfield County,070100,2720,2637,64,2521,2332,169,199,305,167,1288,1381,198,1233,951,150,804,160,1475,283,358,144,0,12,35,32,33,39,17,29,0,12,272700,29881,292938400,70596972
09001070200,09,Connecticut,001,Fairfield County,070200,1824,1772,61,1680,1602,115,144,170,95,1284,1240,144,396,362,95,278,93,930,183,564,128,0,12,70,54,98,60,32,32,0,12,215800,43526,101283000,30874744
09001070300,09,Connecticut,001,Fairfield County,070300,393,414,14,384,365,37,9,49,32,384,360,38,0,5,8,0,12,86,41,328,72,0,12,9,16,43,31,0,12,0,12,,,,
09001070400,09,Connecticut,001,Fairfield County,070400,620,606,28,517,461,63,103,145,55,228,216,57,289,245,57,182,50,249,69,175,63,0,12,15,16,23,28,34,35,0,12,63900,4759,24667000,7351787
09001070500,09,Connecticut,001,Fairfield County,070500,1105,1062,65,991,840,92,114,222,82,833,749,93,158,91,47,81,53,590,130,391,98,0,12,52,42,9,25,56,38,0,12,140400,45511,,
09001070600,09,Connecticut,001,Fairfield County,070600,1336,1441,63,1223,1262,104,113,179,90,1113,1185,105,110,77,39,62,38,314,102,1065,139,0,12,10,20,61,41,0,12,0,12,85600,47208,14570100,13705927
09001070900,09,Connecticut,001,Fairfield County,070900,837,968,34,701,832,57,136,136,51,485,575,80,216,257,66,209,58,609,104,150,53,0,12,45,33,22,22,73,45,0,12,145900,20335,49571000,18189365
09001071000,09,Connecticut,001,Fairfield County,071000,1245,1221,45,1052,1142,60,193,79,48,767,845,87,285,297,86,175,70,947,152,99,56,0,12,182,76,34,36,30,33,0,12,151400,21447,65515000,33927580
09001071100,09,Connecticut,001,Fairfield County,071100,1571,1609,54,1371,1330,107,200,279,93,962,773,116,409,557,102,365,96,1116,173,128,73,0,12,82,61,55,49,53,48,0,12,202200,51134,168484000,74109446
09001071200,09,Connecticut,001,Fairfield County,071200,1980,2041,60,1723,1716,118,257,325,97,1438,1381,140,285,335,88,346,115,1150,178,545,136,0,17,106,62,39,30,76,52,0,17,180400,29401,86979000,48900219
09001071300,09,Connecticut,001,Fairfield County,071300,1430,1462,38,1143,1177,94,287,285,87,985,1038,109,158,139,67,115,63,710,149,637,135,0,12,128,66,0,12,49,48,0,12,154200,43589,53160000,59099742
09001071400,09,Connecticut,001,Fairfield County,071400,1363,1403,50,1224,1136,92,139,267,94,988,938,110,236,198,73,215,75,1076,160,112,65,0,12,152,68,8,17,59,50,0,12,122200,59859,36280000,17351274
09001071600,09,Connecticut,001,Fairfield County,071600,846,851,29,757,768,54,89,83,46,706,740,49,51,28,20,78,39,383,92,390,89,0,12,62,49,47,37,20,22,0,12,222200,115353,5445000,4656908
09001071900,09,Connecticut,001,Fairfield County,071900,1687,1696,55,1488,1445,123,199,251,101,1149,1123,145,339,322,101,370,93,847,165,479,122,0,12,107,70,31,36,14,23,0,12,173100,23645,57786000,24691329
09001072000,09,Connecticut,001,Fairfield County,072000,1317,1369,36,1184,1226,88,133,143,76,654,644,122,530,582,107,618,129,501,144,250,113,0,12,104,90,11,21,0,12,0,12,195700,20782,116391200,24298951
09001072100,09,Connecticut,001,Fairfield County,072100,2656,2610,81,2474,2376,167,182,234,145,1052,1253,241,1422,1123,215,854,186,872,235,884,181,0,17,41,61,0,17,35,56,0,17,183600,15044,204526500,44687160
09001072200,09,Connecticut,001,Fairfield County,072200,1693,1806,57,1473,1532,133,220,274,115,627,701,134,846,831,119,673,112,497,126,636,98,0,12,67,53,12,15,17,19,0,12,196200,21528,171545600,34975982
09001072300,09,Connecticut,001,Fairfield County,072300,1836,1880,50,1698,1692,107,138,188,98,853,767,138,845,925,127,768,119,964,184,148,87,0,17,84,63,10,23,19,30,0,17,198100,15021,187568000,27511238
09001072400,09,Connecticut,001,Fairfield County,072400,946,969,36,893,825,71,53,144,65,307,338,69,586,487,63,659,89,238,76,72,50,0,12,45,45,24,31,0,12,0,12,165100,8067,114873800,35228023
09001072500,09,Connecticut,001,Fairfield County,072500,2341,2350,62,2244,2208,131,97,142,124,568,660,196,1676,1548,201,1543,247,483,187,279,125,45,73,119,72,12,27,0,17,0,17,164700,13652,280206000,50002438
09001072600,09,Connecticut,001,Fairfield County,072600,3117,3026,105,2949,2728,168,168,298,160,878,742,168,2071,1986,187,1715,201,515,178,796,220,0,17,130,96,64,75,0,17,0,17,176700,11747,337012400,39712042
09001072700,09,Connecticut,001,Fairfield County,072700,1332,1350,64,1264,1308,74,68,42,49,238,228,113,1026,1080,106,1180,93,98,71,72,76,0,12,51,61,0,12,0,12,0,12,200400,35540,229617600,29936535
09001072800,09,Connecticut,001,Fairfield County,072800,1899,1921,83,1791,1701,132,108,220,90,647,679,150,1144,1022,118,1157,142,424,161,340,107,0,17,97,77,27,27,63,57,0,17,132400,17114,142576400,22952778
09001072900,09,Connecticut,001,Fairfield County,072900,1552,1622,55,1427,1510,85,125,112,68,317,395,115,1110,1115,133,1131,129,403,122,88,61,0,12,61,35,17,30,21,33,0,12,166300,7854,209090500,35579905
